
/home/drrobot1/rgbdslam_catkin_ws/rgbdslam_og1.pcd,0.13,0.02,116.924,3.84458,116.924,3.84458,1.79769e+308,1.85189,6.39244,0.046359,0.404282,10000
/home/drrobot1/rgbdslam_catkin_ws/rgbdslam_og1.pcd,0.13,0.02,95.352,1.80489,95.4113,1.7571,0.00200071,1.84478,6.53963,0.048874,0.961625,10000
/home/drrobot1/rgbdslam_catkin_ws/rgbdslam_og1.pcd,0.13,0.02,9.24705,0.854613,9.11193,0.823927,0.00111347,1.86414,6.08413,0.042806,1.1388,10000
/home/drrobot1/rgbdslam_catkin_ws/rgbdslam_og2.pcd,0.13,0.02,0.469806,0.0031835,0.422436,0.00213481,0.000642702,0.764486,5.38141,0.110395,0.398111,10000
/home/drrobot1/rgbdslam_catkin_ws/rgbdslam_og2.pcd,0.13,0.02,0.179137,0.000649421,0.0884693,0.000210297,0.000583786,0.772941,4.62374,0.082761,0.399482,10000
/home/drrobot1/rgbdslam_catkin_ws/rgbdslam_og2.pcd,0.13,0.02,1.13539,0.0258518,0.901355,0.0156398,0.000748674,0.768676,4.53292,0.083744,0.39666,10000
/home/drrobot1/rgbdslam_catkin_ws/rgbdslam_og3.pcd,0.13,0.02,1.78619,0.0140183,1.57097,0.010278,0.000919268,3.27671,21.9467,0.133925,1.51929,10000
/home/drrobot1/rgbdslam_catkin_ws/rgbdslam_og3.pcd,0.13,0.02,6.27448,0.41809,5.89282,0.367064,0.00143452,3.28754,22.2472,0.136165,1.59069,10000
/home/drrobot1/rgbdslam_catkin_ws/rgbdslam_og3.pcd,0.13,0.02,0.615485,0.00215543,0.473126,0.00110576,0.000466494,3.2708,21.5497,0.126297,1.52015,10000
/home/drrobot1/rgbdslam_catkin_ws/rgbdslam_og4.pcd,0.13,0.02,113.422,16.1859,113.385,16.1349,0.00176116,1.91776,15.2467,0.08814,2.79481,10000
/home/drrobot1/rgbdslam_catkin_ws/rgbdslam_og4.pcd,0.13,0.02,145.2,7.46066,145.2,7.46066,1.79769e+308,1.88962,15.2878,0.100193,9.08868,10000
/home/drrobot1/rgbdslam_catkin_ws/rgbdslam_og4.pcd,0.13,0.02,104.276,12.6447,104.516,12.6527,0.00440206,1.92532,15.9089,0.112909,3.64159,10000
/home/drrobot1/rgbdslam_catkin_ws/rgbdslam_og1.pcd,0.13,0.04,171.17,100.571,171.163,100.531,0.00144661,1.86077,6.30748,0.045039,1.18851,10000
/home/drrobot1/rgbdslam_catkin_ws/rgbdslam_og1.pcd,0.13,0.04,16.3791,0.442763,16.3157,0.45269,0.00114662,1.87042,5.9511,0.044391,0.632365,10000
